Libelle_commune,Annee,Candidats
Pessoulens,2012,"['DUBRAC', 'BIEMOURET']"
Pessoulens,2017,"['SOCCIO', 'BIÉMOURET']"
Pessoulens,2022,"['BOURCIER', 'TAUPIAC']"
Petersbach,2012,"['HETZEL', 'CARBIENER']"
Petit-Auverné,2007,"['HUNAULT', 'BIORET']"
Petit-Auverné,2012,"['HUNAULT', 'DANIEL']"
Petit-Bersac,2007,"['LUCAS', 'DEBET']"
Petit-Bourg,2007,"['MARC ', 'BEAUGENDRE']"
Petit-Bourg,2012,"['CHALUS', 'MATHIASIN']"
Petit-Canal,2007,"['LOUIS-CARABIN', 'MOUTOUSSAMY']"
Petit-Canal,2012,"['BERNIER', 'LOUIS-CARABIN']"
Petit-Couronne,2007,"['ROUX', 'FABIUS']"
Petit-Croix,2007,"['MESLOT', 'FORCINAL']"
Petit-Croix,2012,"['MESLOT', 'FORCINAL']"
Petit-Failly,2007,"['ECKERT', 'JACQUE']"
Petit-Failly,2012,"['ECKERT', 'MANGEOT']"
Petit-Fayt,2007,"['PERAT', 'POYART']"
Petit-Fayt,2012,"['LEVEQUE', 'BATAILLE']"
Petit-Landau,2012,"['HILLMEYER', ""SCHMIDLIN-BEN M'BAREK""]"
Petit-Mars,2007,"['HUNAULT', 'BIORET']"
Petit-Mars,2012,"['MENARD', 'PERRION']"
Petit-Mercey (Le),2007,"['SERMIER', 'VIVERGE']"
Petit-Mercey (Le),2012,"['LAROCHE', 'SERMIER']"
Petit-Mesnil,2007,"['BRET', 'DHUICQ']"
Petit-Mesnil,2012,"['GAUDOT', 'DHUICQ']"
Petit-Noir,2007,"['SERMIER', 'VIVERGE']"
Petit-Noir,2012,"['LAROCHE', 'SERMIER']"
Petit-Palais-et-Cornemps,2007,"['BUISSON', 'GARRAUD']"
Petit-Palais-et-Cornemps,2012,"['BOUDIE', 'GARRAUD']"
Petit-Réderching,2012,"['DUFFLO', 'LETT']"
Petit-Tenquin,2012,"['SCHAFF', 'MARTY']"
Petit-Verly,2007,"['MEURA', 'BALLIGAND']"
Petit-Verly,2012,"['MEURA', 'BRICOUT']"
Petite-Chaux,2012,"['LUCCHESI', 'GENEVARD']"
Petite-Forêt,2007,"['BOCQUET', 'GARCIA']"
Petite-Forêt,2012,"['THIEME', 'BORLOO']"
Petite-Ile,2007,"['FONTAINE', 'LEBRETON']"
Petite-Rosselle,2007,"['LANG', 'OBIEGALA']"
Petite-Rosselle,2012,"['PHILIPPOT', 'KALINOWSKI']"
Petitefontaine,2007,"['ZUMKELLER', 'CHEVÈNEMENT']"
Petitefontaine,2012,"['ZUMKELLER', 'BUTZBACH']"
Petitmagny,2007,"['ZUMKELLER', 'CHEVÈNEMENT']"
Petitmagny,2012,"['ZUMKELLER', 'BUTZBACH']"
Petitmont,2007,"['DEMONET', 'LAMBLIN']"
Petitmont,2012,"['LAMBLIN', 'HOUCHARD']"
Petiville,2007,"['LECOQ', 'MERVILLE']"
Petiville,2012,"['KARMERE-LOISEL', 'BOUILLON', 'AMELINE', 'LE MARREC']"
Petosse,2012,"['FOURAGE', 'SARLOT']"
Petreto-Bicchisano,2012,"['ANGELINI', 'DE ROCCA SERRA']"
Pettoncourt,2012,"['SCHAFF', 'MARTY']"
Pettonville,2007,"['DEMONET', 'LAMBLIN']"
Pettonville,2012,"['LAMBLIN', 'HOUCHARD']"
Peujard,2007,"['ESTRADE', 'PLISSON']"
Peujard,2012,"['BLANC', 'PLISSON']"
Peumerit-Quintin,2007,"['BAGUE', 'OGET']"
Peumerit-Quintin,2012,"['LE HOUEROU', 'GARCIA']"
Peumérit,2007,"['TANGUY', 'LE LOCH']"
Peumérit,2012,"['GUILLON', 'LE LOCH']"
Peuplingues,2007,"['LANG', 'WACHEUX']"
Peuplingues,2012,"['MIGNONET', 'CAPET']"
Peuton,2007,"['BERNIER', 'DOINEAU']"
Peuton,2012,"['TRIBONDEAU', 'CHEVROLLIER']"
Peuvillers,2007,"['BECQ-VINCI', 'DUMONT']"
Peuvillers,2012,"['LEONARD', 'DUMONT']"
Peux-et-Couffouleux,2007,"['MARRE', 'MARC']"
Peux-et-Couffouleux,2012,"['FOULQUIER', 'MARC']"
Peux-et-Couffouleux,2017,"['AUSTRUY', 'VIALA']"
Peux-et-Couffouleux,2022,"['RHIN', 'ROUSSET']"
Pexiora,2007,"['SALVIGNOL', 'DUPRE']"
Pexiora,2012,"['DUPRE', 'BRESSON']"
Pexiora,2017,"['ROBERT', 'VIOLA']"
Pexiora,2022,"['ADDA--NETTER', 'RANCOULE']"
Pexonne,2007,"['DEMONET', 'LAMBLIN']"
Pexonne,2012,"['LAMBLIN', 'HOUCHARD']"
Pey,2007,"['DUFAU', 'FORTE']"
Peymeinade,2012,"['ASCHIERI', 'GINESY']"
Peynier,2007,"['MEDVEDOWSKY', 'JOISSAINS MASINI']"
Peynier,2012,"['CIOT', 'JOISSAINS-MASINI']"
Peypin,2007,"['MEI', 'MALLIE']"
Peypin,2012,"['LAMBERT', 'MALLIE']"
Peypin-d'Aigues,2007,"['BOUCHET', 'JOSEPH']"
Peypin-d'Aigues,2012,"['LOVISOLO', 'AUBERT']"
Peyrabout,2007,"['AUCLAIR', 'SARRE']"
Peyrabout,2012,"['VERGNIER', 'AUCLAIR']"
Peyrat-de-Bellac,2007,"['MARTINEAU', 'PEROL-DUMONT']"
Peyrat-de-Bellac,2012,"['GABOUTY', 'BEAUBATIE']"
Peyrat-la-Nonière,2007,"['AUCLAIR', 'SARRE']"
Peyrat-la-Nonière,2012,"['VERGNIER', 'AUCLAIR']"
Peyrat-le-Château,2007,"['RODET', 'GENTIL']"
Peyrat-le-Château,2012,"['RODET', 'PREVOT-SOLA']"
Peyraube,2007,"['FORGUES', 'LAMON']"
Peyraube,2012,"['GLAVANY', 'TREMEGE']"
Peyraube,2017,"['SEMPASTOUS', 'FERRER']"
Peyraube,2022,"['SEMPASTOUS', 'FERRER']"
Peyraud,2007,"['WEBER', 'DUSSOPT']"
Peyraud,2012,"['DARNAUD', 'DUSSOPT']"
Peyre,2007,"['EMMANUELLI', 'TAUZIN']"
Peyre-en-Aubrac,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Peyre-en-Aubrac,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Peyrecave,2007,"['DUBRAC', 'BIEMOURET']"
Peyrecave,2012,"['DUBRAC', 'BIEMOURET']"
Peyrecave,2017,"['SOCCIO', 'BIÉMOURET']"
Peyrecave,2022,"['BOURCIER', 'TAUPIAC']"
Peyrefitte-du-Razès,2007,"['SALVIGNOL', 'DUPRE']"
Peyrefitte-du-Razès,2012,"['DUPRE', 'BRESSON']"
Peyrefitte-du-Razès,2017,"['ROBERT', 'VIOLA']"
Peyrefitte-du-Razès,2022,"['ADDA--NETTER', 'RANCOULE']"
Peyrefitte-sur-l'Hers,2007,"['SALVIGNOL', 'DUPRE']"
Peyrefitte-sur-l'Hers,2012,"['DUPRE', 'BRESSON']"
Peyrefitte-sur-l'Hers,2017,"['ROBERT', 'VIOLA']"
Peyrefitte-sur-l'Hers,2022,"['ADDA--NETTER', 'RANCOULE']"
Peyregoux,2007,"['COLLANGE', 'CARAYON']"
Peyregoux,2012,"['GOURJADE', 'CARAYON']"
Peyregoux,2017,"['TERLIER', 'CARAYON']"
Peyregoux,2022,"['TERLIER', 'LASSALLE']"
Peyrehorade,2007,"['DUFAU', 'FORTE']"
Peyreleau,2007,"['MARRE', 'MARC']"
Peyreleau,2012,"['FOULQUIER', 'MARC']"
Peyreleau,2017,"['AUSTRUY', 'VIALA']"
Peyreleau,2022,"['RHIN', 'ROUSSET']"
Peyrelevade,2007,"['DUPONT', 'LECLERC']"
Peyrelongue-Abos,2007,"['HABIB', 'SAILLIET']"
Peyremale,2007,"['MALAVIEILLE', 'ROUSTAN']"
Peyremale,2012,"['VERGNES', 'DUMAS']"
Peyremale,2017,"['DE VIDO', 'GAILLARD']"
Peyremale,2022,"['SALA', 'LAUNAY']"
Peyrens,2007,"['SALVIGNOL', 'DUPRE']"
Peyrens,2012,"['DUPRE', 'BRESSON']"
Peyrens,2017,"['ROBERT', 'VIOLA']"
Peyrens,2022,"['ADDA--NETTER', 'RANCOULE']"
Peyrestortes,2007,"['FRANCO', 'SOUM']"
Peyrestortes,2012,"['CALABRESE', 'SIRE']"
Peyrestortes,2017,"['ESPERT', 'ALIOT']"
Peyrestortes,2022,"['SABATINI', 'LIS']"
Peyret-Saint-André,2007,"['FORGUES', 'LAMON']"
Peyret-Saint-André,2012,"['GLAVANY', 'TREMEGE']"
Peyret-Saint-André,2017,"['SEMPASTOUS', 'FERRER']"
Peyret-Saint-André,2022,"['SEMPASTOUS', 'FERRER']"
Peyriac-Minervois,2007,"['CHESA', 'PEREZ']"
Peyriac-Minervois,2012,"['MORIO', 'PEREZ']"
Peyriac-Minervois,2017,"['BARTHÈS', 'HÉRIN']"
Peyriac-Minervois,2022,"['COURRIÈRE CALMON', 'BARTHÈS']"
Peyriac-de-Mer,2007,"['PY', 'BASCOU']"
Peyriac-de-Mer,2012,"['PY', 'FABRE']"
Peyriac-de-Mer,2017,"['PEREA', 'DARAUD']"
Peyriac-de-Mer,2022,"['PEREA', 'FALCON']"
Peyriat,2012,"['EXPOSITO', 'ABAD']"
Peyrieu,2007,"['BLANC', 'RIGAUD']"
Peyrieu,2012,"['BLANC', 'FOGNINI']"
Peyrignac,2007,"['BOUSQUET', 'PEIRO']"
Peyriguère,2007,"['GLAVANY', 'RABAUD-CARRIE']"
Peyriguère,2012,"['GLAVANY', 'TREMEGE']"
Peyriguère,2017,"['SEMPASTOUS', 'FERRER']"
Peyriguère,2022,"['SEMPASTOUS', 'FERRER']"
Peyrilhac,2007,"['MARTINEAU', 'PEROL-DUMONT']"
Peyrilhac,2012,"['GABOUTY', 'BEAUBATIE']"
Peyrillac-et-Millac,2007,"['BOUSQUET', 'PEIRO']"
Peyrilles,2007,"['ORLIAC', 'ROUMEGOUX']"
Peyrilles,2012,"['ORLIAC', 'PRADIE']"
Peyrilles,2017,"['PRADIÉ', 'MAUREL']"
Peyrilles,2022,"['BOUGEARD', 'PRADIÉ']"
Peyrins,2007,"['COUTARD', 'BIANCHERI']"
Peyrins,2012,"['NIESON', 'THORAVAL']"
Peyrissac,2007,"['DUPONT', 'LECLERC']"
Peyrissas,2007,"['BOULET RIBET', 'IDIART']"
Peyrissas,2017,"['MONTSARRAT', 'AVIRAGNET']"
Peyrissas,2022,"['DELCHARD', 'AVIRAGNET']"
Peyrière,2007,"['DIEFENBACHER', 'GOUZES']"
Peyrière,2012,"['DIEFENBACHER', 'FEKL']"
Peyrole,2007,"['CARCENAC', 'REVEILLON']"
Peyrole,2012,"['VALAX', 'BOUTONNET']"
Peyrole,2017,"['ALBARAO', 'VERDIER-JOUCLAS']"
Peyrole,2022,"['VERDIER-JOUCLAS', 'ERODI']"
Peyroles,2007,"['RUAS', 'DUMAS']"
Peyrolles,2007,"['SALVIGNOL', 'DUPRE']"
Peyrolles,2012,"['VERGNES', 'DUPRE', 'BRESSON', 'DUMAS']"
Peyrolles,2017,"['DE VIDO', 'GAILLARD', 'ROBERT', 'VIOLA']"
Peyrolles,2022,"['SALA', 'ADDA--NETTER', 'RANCOULE', 'LAUNAY']"
Peyrolles-en-Provence,2007,"['MEDVEDOWSKY', 'JOISSAINS MASINI']"
Peyrolles-en-Provence,2012,"['CIOT', 'JOISSAINS-MASINI']"
Peyroules,2007,"['BARREILLE', 'BIANCO']"
Peyroules,2012,"['BARREILLE', 'SAUVAN']"
Peyrouse,2007,"['TREMEGE', 'ROBIN-RODRIGO']"
Peyrouse,2012,"['DUBIE', 'ARTIGANAVE']"
Peyrouse,2017,"['DUBIÉ', 'STARICKY']"
Peyrouse,2022,"['KORN', 'MOURNET']"
Peyrouzet,2007,"['BOULET RIBET', 'IDIART']"
Peyrouzet,2017,"['MONTSARRAT', 'AVIRAGNET']"
Peyrouzet,2022,"['DELCHARD', 'AVIRAGNET']"
Peyruis,2007,"['BARREILLE', 'BIANCO']"
Peyruis,2012,"['BARREILLE', 'SAUVAN']"
Peyrun,2007,"['GLAVANY', 'RABAUD-CARRIE']"
Peyrun,2012,"['DUBIE', 'ARTIGANAVE']"
Peyrun,2017,"['DUBIÉ', 'STARICKY']"
Peyrun,2022,"['KORN', 'MOURNET']"
Peyrus,2007,"['MARITON', 'GREGOIRE']"
Peyrus,2012,"['RASCLARD', 'MARITON']"
Peyrusse-Grande,2007,"['MOUCHET', 'MARTIN']"
Peyrusse-Grande,2017,"['DUPOUEY', 'CAZENEUVE']"
Peyrusse-Grande,2022,"['LEVIEUX', 'CAZENEUVE']"
Peyrusse-Massas,2007,"['DUBRAC', 'BIEMOURET']"
Peyrusse-Massas,2012,"['DUBRAC', 'BIEMOURET']"
Peyrusse-Massas,2017,"['SOCCIO', 'BIÉMOURET']"
Peyrusse-Massas,2022,"['BOURCIER', 'TAUPIAC']"
Peyrusse-Vieille,2007,"['MOUCHET', 'MARTIN']"
Peyrusse-Vieille,2017,"['DUPOUEY', 'CAZENEUVE']"
Peyrusse-Vieille,2022,"['LEVIEUX', 'CAZENEUVE']"
Peyrusse-le-Roc,2007,"['ROQUES', 'MARCEL']"
Peyrusse-le-Roc,2012,"['TRANIER', 'MARCEL']"
Peyrusse-le-Roc,2017,"[nan, 'BLANC']"
Peyrusse-le-Roc,2022,"['ALEXANDRE', 'DEGUARA']"
Peyssies,2007,"['BASTIANI', 'LEMASLE']"
Peyssies,2012,"['LEMASLE', 'VIANSSON-PONTE']"
Peyssies,2017,"['TOUTUT-PICARD', 'DOMBES']"
Peyssies,2022,"['BEX', 'TOUTUT-PICARD']"
Peyzac-le-Moustier,2007,"['BOUSQUET', 'PEIRO']"
Peyzieux-sur-Saône,2012,"['VOISIN', 'LACROIX']"
Pezens,2007,"['SALVIGNOL', 'DUPRE']"
Pezens,2012,"['DUPRE', 'BRESSON']"
Pezens,2017,"['ROBERT', 'VIOLA']"
Pezens,2022,"['ADDA--NETTER', 'RANCOULE']"
Pezou,2007,"['LEROY', 'VIDAL']"
Pezou,2012,"['GLOANEC MAURIN', 'LEROY']"
Pezuls,2007,"['BOUSQUET', 'PEIRO']"
Pezé-le-Robert,2007,"['DUBOIS', 'LABRETTE-MENAGER']"
Pezé-le-Robert,2012,"['DUBOIS', 'LABRETTE-MENAGER']"
Pfaffenheim,2012,"['CHRIST', 'STOLL']"
Pfaffenhoffen,2012,"['HETZEL', 'CARBIENER']"
Pfalzweyer,2012,"['HETZEL', 'CARBIENER']"
Pfastatt,2012,"['HILLMEYER', ""SCHMIDLIN-BEN M'BAREK""]"
Pfettisheim,2012,"['SOCCIO', 'ROHFRITSCH']"
Pfulgriesheim,2012,"['SOCCIO', 'ROHFRITSCH']"
Phaffans,2007,"['MESLOT', 'FORCINAL']"
Phaffans,2012,"['MESLOT', 'FORCINAL']"
Phalempin,2007,"['LAZARO', 'BAILLY']"
Phalempin,2012,"['LAZARO', 'DEFFONTAINE']"
Phalsbourg,2012,"['SCHAFF', 'MARTY']"
Philippsbourg,2012,"['DUFFLO', 'LETT']"
Philondenx,2007,"['EMMANUELLI', 'TAUZIN']"
Phlin,2007,"['GIROUX', 'LE DEAUT']"
Phlin,2012,"['PIZELLE', 'LE DEAUT']"
Pia,2007,"['FRANCO', 'SOUM']"
Pia,2012,"['CALABRESE', 'SIRE']"
Pia,2017,"['ESPERT', 'ALIOT']"
Pia,2022,"['SABATINI', 'LIS']"
Piacé,2007,"['DUBOIS', 'LABRETTE-MENAGER']"
Piacé,2012,"['DUBOIS', 'LABRETTE-MENAGER']"
Piana,2007,"['CORTEY', 'RENUCCI']"
Piana,2012,"['MARCANGELI', 'RENUCCI']"
Pianello,2007,"['GIACOBBI', 'GRIMALDI']"
Pianello,2012,"['GIACOBBI', 'GRIMALDI']"
Piano,2007,"['GIACOBBI', 'GRIMALDI']"
Piano,2012,"['GIACOBBI', 'GRIMALDI']"
Pianotolli-Caldarello,2012,"['ANGELINI', 'DE ROCCA SERRA']"
Piards (Les),2007,"['GARNIER ', 'DALLOZ']"
Piards (Les),2012,"['PERRIN', 'DALLOZ']"
Piazzali,2007,"['GIACOBBI', 'GRIMALDI']"
Piazzali,2012,"['GIACOBBI', 'GRIMALDI']"
Piazzole,2007,"['GIACOBBI', 'GRIMALDI']"
Piazzole,2012,"['GIACOBBI', 'GRIMALDI']"
Piblange,2012,"['WOJCIECHOWSKI', 'ZANETTI']"
Pibrac,2007,"['DE VEYRINAS', 'IBORRA']"
Pibrac,2012,"['IBORRA', 'VIDAL']"
Pibrac,2017,"['IBORRA', 'JIMENA']"
Pibrac,2022,"['IBORRA', 'JOUVE']"
Picarreau,2012,"['BRULEBOIS', 'PELISSARD']"
Picauville,2007,"['GATIGNOL', 'DRUEZ']"
Picauville,2012,"['GOSSELIN', 'LE COZ']"
Pichanges,2012,"['MOLINOZ', 'SAUVADET']"
Picherande,2007,"['SERRE', 'BACQUET']"
Picherande,2012,"['AUROI', ""GISCARD D'ESTAING""]"
Picquigny,2007,"['GREMETZ', 'BOURGOIS']"
Picquigny,2012,"['BOISTARD', 'DECAYEUX']"
Pie-d'Orezza,2007,"['GIACOBBI', 'GRIMALDI']"
Pie-d'Orezza,2012,"['GIACOBBI', 'GRIMALDI']"
Pied-de-Borne,2007,"['CHAZAL', 'SAINT LEGER']"
Pied-de-Borne,2012,"[""MOREL-A-L'HUISSIER"", 'PANTEL']"
Pied-de-Borne,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Pied-de-Borne,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Piedicorte-di-Gaggio,2007,"['GIACOBBI', 'GRIMALDI']"
Piedicorte-di-Gaggio,2012,"['GIACOBBI', 'GRIMALDI']"
Piedicroce,2007,"['GIACOBBI', 'GRIMALDI']"
Piedicroce,2012,"['GIACOBBI', 'GRIMALDI']"
Piedigriggio,2007,"['GIACOBBI', 'GRIMALDI']"
Piedigriggio,2012,"['GIACOBBI', 'GRIMALDI']"
Piedipartino,2007,"['GIACOBBI', 'GRIMALDI']"
Piedipartino,2012,"['GIACOBBI', 'GRIMALDI']"
Piencourt,2012,"['MORIN', 'MAMMERI']"
Piennes,2007,"['ECKERT', 'JACQUE']"
Piennes,2012,"['ECKERT', 'MANGEOT']"
Piennes-Onvillers,2007,"['GEST', 'FLEURY']"
Piennes-Onvillers,2012,"['GEST', 'QUIGNON']"
Pierlas,2012,"['ASCHIERI', 'GINESY']"
Pierre-Buffière,2007,"['GUILHEM', 'BOISSERIE']"
Pierre-Buffière,2012,"['PEYRONNET', 'BOISSERIE']"
Pierre-Bénite,2007,"['POMMATEAU', 'TERROT']"
Pierre-Bénite,2012,"['SECHAUD', 'TERROT']"
Pierre-Châtel,2007,"['MIGAUD', 'CASAVECCHIA']"
Pierre-Châtel,2012,"['DURIEU', 'BATTISTEL']"
Pierre-Levée,2007,"['RIESTER', 'RICHARD']"
Pierre-Levée,2012,"['RIESTER', 'ESCUYER']"
Pierre-Morains,2012,"['DE COURSON', 'DOREMUS']"
Pierre-Percée,2007,"['DEMONET', 'LAMBLIN']"
Pierre-Percée,2012,"['LAMBLIN', 'HOUCHARD']"
Pierre-Perthuis,2007,"['ROLLAND', 'CAULLET']"
Pierre-Perthuis,2012,"['ROLLAND', 'CAULLET']"
Pierre-de-Bresse,2007,"['MONTEBOURG', 'DANJEAN']"
Pierre-de-Bresse,2012,"['DANJEAN', 'UNTERMAIER']"
Pierre-la-Treiche,2007,"['MORANO', 'PILOT']"
Pierre-la-Treiche,2012,"['POTIER', 'MORANO']"
Pierreclos,2007,"['VOISIN', 'ESCHMANN']"
Pierreclos,2012,"['THEVENOUD', 'VOISIN']"
Pierrecourt,2012,"['LEJEUNE', 'HUREL', 'CHRETIEN', 'CHAUVELOT-DUBAN']"
Pierrefeu,2012,"['ASCHIERI', 'GINESY']"
Pierrefeu-du-Var,2012,"['PONS', 'MALCOR DEYDIER DE PIERREF']"
Pierrefiche,2007,"['CENSI', 'CHAZAL', 'TEYSSEDRE', 'SAINT LEGER']"
Pierrefiche,2012,"['CENSI', ""MOREL-A-L'HUISSIER"", 'PANTEL', 'BULTEL-HERMENT']"
Pierrefiche,2017,"['CENSI', 'PALOMBI', ""MOREL A L'HUISSIER"", 'MAZARS']"
Pierrefiche,2022,"['THEBAULT', 'DESCAVES', ""MOREL A L'HUISSIER"", 'MAZARS']"
Pierrefiques,2007,"['GRELIER', 'FIDELIN']"
Pierrefiques,2012,"['GRELIER', 'FIDELIN']"
Pierrefitte,2007,"['DECAIE', 'PAILLE', 'GAULTIER', 'SARRE', 'HOLLANDE', 'AUCLAIR', 'GRELLIER', 'FRANQUEVILLE']"
Pierrefitte,2012,"['VERGNIER', 'GAULTIER', 'AUCLAIR', 'GRELLIER', 'MOUILLER', 'FRANQUEVILLE']"
Pierrefitte-Nestalas,2007,"['TREMEGE', 'ROBIN-RODRIGO']"
Pierrefitte-Nestalas,2012,"['DUBIE', 'ARTIGANAVE']"
Pierrefitte-Nestalas,2017,"['DUBIÉ', 'STARICKY']"
Pierrefitte-Nestalas,2022,"['KORN', 'MOURNET']"
Pierrefitte-en-Auge,2012,"['AMELINE', 'LE MARREC']"
Pierrefitte-en-Beauvaisis,2007,"['ROME', 'DASSAULT']"
Pierrefitte-en-Beauvaisis,2012,"['LEJEUNE', 'DASSAULT']"
Pierrefitte-en-Cinglais,2007,"['LETEURTRE', 'VALTER']"
Pierrefitte-en-Cinglais,2012,"['LETEURTRE', 'VALTER']"
Pierrefitte-sur-Aire,2007,"['PANCHER', 'VILLEMIN']"
Pierrefitte-sur-Aire,2012,"['PANCHER', 'ANDRE']"
Pierrefitte-sur-Loire,2007,"['PERISSOL', 'CHAMBEFORT']"
Pierrefitte-sur-Loire,2012,"['PERISSOL', 'CHAMBEFORT']"
Pierrefitte-sur-Sauldre,2007,"['MARTIN-LALANDE', 'LORGEOUX']"
Pierrefitte-sur-Sauldre,2012,"['MARTIN-LALANDE', 'ANDRE']"
Pierrefitte-sur-Seine,2007,"['NICOL', 'BRAOUEZEC']"
Pierrefitte-sur-Seine,2012,"['HANOTIN', 'BRAOUEZEC']"
Pierrefitte-ès-Bois,2012,"['DE GANAY', 'FROMENT']"
Pierrefonds,2012,"['DALONGEVILLE', 'DEGAUCHY']"
Pierrefontaine-les-Varans,2012,"['LUCCHESI', 'GENEVARD']"
Pierrefontaine-lès-Blamont,2007,"['THARIN', 'MOSCOVICI']"
Pierrefontaine-lès-Blamont,2012,"['DEMOUGE', 'MOSCOVICI']"
Pierregot,2007,"['GEST', 'FLEURY']"
Pierregot,2012,"['GEST', 'QUIGNON']"
Pierrelatte,2007,"['REME-PIC', 'REYNIER']"
Pierrelatte,2012,"['COUTARD', 'REYNIER']"
Pierrelaye,2007,"['BARDET', 'LEON']"
Pierrelaye,2012,"['CARPENTIER', 'BARDET']"
Pierrelongue,2007,"['MARITON', 'GREGOIRE']"
Pierrelongue,2012,"['RASCLARD', 'MARITON']"
Pierremande,2007,"['DESALLANGRE', 'THUIN-MACHEREZ']"
Pierremande,2012,"['LETRILLART', 'BECHTEL']"
Pierremont,2007,"['MAGNIER', 'LEROY']"
Pierremont,2012,"['COTTEL', 'PETIT']"
Pierremont-sur-Amance,2012,"['ANDRIOT', 'CHATEL']"
Pierrepont,2007,"['BALLIGAND', 'MEURA', 'ECKERT', 'JACQUE', 'LETEURTRE', 'VALTER']"
Pierrepont,2012,"['MANGEOT', 'MEURA', 'BRICOUT', 'ECKERT', 'LETEURTRE', 'VALTER']"
Pierrepont-sur-Avre,2007,"['GEST', 'FLEURY']"
Pierrepont-sur-Avre,2012,"['GEST', 'QUIGNON']"
Pierrepont-sur-l'Arentèle,2007,"['PIERRET', 'CHERPION']"
Pierrepont-sur-l'Arentèle,2012,"['LANG', 'CHERPION']"
Pierrerue,2007,"['SPAGNOU', 'CASTANER', 'ROQUES', 'MESQUIDA']"
Pierrerue,2012,"['CASTEL', 'CASTANER', 'MESQUIDA', 'CALANDRI']"
Pierrerue,2017,"['ARDINAT', 'HUPPÉ']"
Pierrerue,2022,"['POLARD', 'GALZY']"
Pierres,2007,"['TOURRET', 'GORGES', 'VALLET', 'COUSIN']"
Pierres,2012,"['LEBON', 'TOURRET', 'GORGES', 'COUSIN']"
Pierreval,2012,"['MOINET', 'GUEGOT']"
Pierrevert,2007,"['SPAGNOU', 'CASTANER']"
Pierrevert,2012,"['CASTEL', 'CASTANER']"
Pierreville,2007,"['GATIGNOL', 'MORANO', 'DRUEZ', 'PILOT']"
Pierreville,2012,"['POTIER', 'MORANO', 'TRAVERT', 'COUSIN']"
Pierrevillers,2007,"['GROSDIDIER', 'TERRIER']"
Pierrevillers,2012,"['FILIPPETTI', 'FREYBURGER']"
Pierric,2007,"['HUNAULT', 'BIORET']"
Pierric,2012,"['HUNAULT', 'DANIEL']"
Pierry,2012,"['LOISELET', 'MARTIN']"
Pietra-di-Verde,2007,"['GIACOBBI', 'GRIMALDI']"
Pietra-di-Verde,2012,"['GIACOBBI', 'GRIMALDI']"
Pietracorbara,2007,"['GANDOLFI-SCHEIT', 'ZUCCARELLI']"
Pietracorbara,2012,"['SIMEONI', 'ZUCCARELLI']"
Pietralba,2007,"['GANDOLFI-SCHEIT', 'ZUCCARELLI']"
Pietralba,2012,"['SIMEONI', 'ZUCCARELLI']"
Pietraserena,2007,"['GIACOBBI', 'GRIMALDI']"
Pietraserena,2012,"['GIACOBBI', 'GRIMALDI']"
Pietricaggio,2007,"['GIACOBBI', 'GRIMALDI']"
Pietricaggio,2012,"['GIACOBBI', 'GRIMALDI']"
Pietrosella,2012,"['ANGELINI', 'DE ROCCA SERRA']"
Pietroso,2007,"['GIACOBBI', 'GRIMALDI']"
Pietroso,2012,"['GIACOBBI', 'GRIMALDI']"
Piets-Plasence-Moustrou,2007,"['HABIB', 'SAILLIET']"
Pieusse,2007,"['SALVIGNOL', 'DUPRE']"
Pieusse,2012,"['DUPRE', 'BRESSON']"
Pieusse,2017,"['ROBERT', 'VIOLA']"
Pieusse,2022,"['ADDA--NETTER', 'RANCOULE']"
Piffonds,2007,"['PARIS', 'FORT']"
Piffonds,2012,"['SORET', 'FORT']"
Pigna,2007,"['GIACOBBI', 'GRIMALDI']"
Pigna,2012,"['GIACOBBI', 'GRIMALDI']"
Pignan,2007,"['LECOU', 'MOURE']"
Pignan,2012,"['ASSAF', 'JULIEN']"
Pignan,2017,"['PRATO', 'DÉMOULIN']"
Pignan,2022,"['DELAPIERRE', 'CARRIERE']"
Pignans,2012,"['BOUGUEREAU', 'COUVE']"
Pignicourt,2007,"['DOSIERE', 'BLANCHARD-DOUCHAIN']"
Pignicourt,2012,"['DOSIERE', 'KARIMET']"
Pignols,2007,"['SERRE', 'BACQUET']"
Pigny,2007,"['FELIX', 'FROMION']"
Pigny,2012,"['BEZOUI', 'FROMION']"
Pihem,2007,"['MAGNIER', 'LEROY']"
Pihem,2012,"['BOURGUIGNON', 'WACHEUX']"
Pihen-lès-Guînes,2007,"['LANG', 'WACHEUX']"
Pihen-lès-Guînes,2012,"['BOURGUIGNON', 'WACHEUX']"
Pila-Canale,2012,"['ANGELINI', 'DE ROCCA SERRA']"
Pillac,2007,"['FAURY', 'VIOLLET']"
Pillac,2012,"['SAUVAITRE', 'REYNAUD']"
Pillemoine,2007,"['GARNIER ', 'DALLOZ']"
Pillemoine,2012,"['PERRIN', 'DALLOZ']"
Pillon,2007,"['BECQ-VINCI', 'DUMONT']"
Pillon,2012,"['LEONARD', 'DUMONT']"
Pimbo,2007,"['EMMANUELLI', 'TAUZIN']"
Pimelles,2007,"['ROLLAND', 'CAULLET']"
