Libelle_commune,Annee,Candidats
Parnay,2012,"['GALUT', 'COSYNS', 'SARAMITO', 'PIRON']"
Parnes,2007,"['HOUSSIN', 'MANCEL']"
Parnes,2012,"['HOUSSIN', 'MANCEL']"
Parnoy-en-Bassigny,2012,"['ANDRIOT', 'CHATEL']"
Parné-sur-Roc,2007,"['GAROT', ""D'AUBERT""]"
Parné-sur-Roc,2012,"['SOULTANI-VIGNERON', 'GAROT']"
Paron,2007,"['PARIS', 'FORT']"
Paron,2012,"['SORET', 'FORT']"
Paroy,2007,"['BRANGET', 'ROMAGNAN']"
Paroy,2012,"['FIRMIN', 'BRANGET', 'JACOB', 'ROMAGNAN']"
Paroy-en-Othe,2007,"['PARIS', 'FORT']"
Paroy-en-Othe,2012,"['ROLLAND', 'CAULLET']"
Paroy-sur-Saulx,2012,"['CORNUT-GENTILLE', 'MAILLOT']"
Paroy-sur-Tholon,2007,"['PARIS', 'FORT']"
Paroy-sur-Tholon,2012,"['SORET', 'FORT']"
Parpeville,2007,"['MEURA', 'BALLIGAND']"
Parpeville,2012,"['MEURA', 'BRICOUT']"
Parpeçay,2007,"['FORISSIER', 'BECHTEL']"
Parpeçay,2012,"['FORISSIER', 'BRUNEAU']"
Parranquet,2007,"['BRUGUIERE', 'CAHUZAC']"
Parranquet,2012,"['COSTES', 'CAHUZAC']"
Parroy,2007,"['FERON', 'BURCKHART-VANDEVELDE']"
Parroy,2012,"['LAMBLIN', 'HOUCHARD']"
Pars-lès-Chavanges,2007,"['BRET', 'DHUICQ']"
Pars-lès-Chavanges,2012,"['GAUDOT', 'DHUICQ']"
Pars-lès-Romilly,2012,"['BAROIN', 'JOLY']"
Parsac,2007,"['AUCLAIR', 'SARRE']"
Parsac,2012,"['VERGNIER', 'AUCLAIR']"
Parthenay-de-Bretagne,2007,"['ROUAULT', 'ROGEMONT']"
Parthenay-de-Bretagne,2012,"['ROUAULT', 'ANDRE']"
Partinello,2007,"['CORTEY', 'RENUCCI']"
Partinello,2012,"['MARCANGELI', 'RENUCCI']"
Parux,2007,"['DEMONET', 'LAMBLIN']"
Parux,2012,"['LAMBLIN', 'HOUCHARD']"
Parves,2007,"['BLANC', 'RIGAUD']"
Parves,2012,"['BLANC', 'FOGNINI']"
Parville,2007,"['RECOURS', 'NICOLAS']"
Parville,2012,"['NICOLAS', 'DESTANS']"
Parvillers-le-Quesnoy,2007,"['GEST', 'FLEURY']"
Parvillers-le-Quesnoy,2012,"['KUMM', 'DEMILLY']"
Parzac,2007,"['FOMBARON', 'LAMBERT']"
Parçay-Meslay,2007,"['FORTIER', 'GREFF']"
Parçay-Meslay,2012,"['GREFF', 'ROSSIGNOL']"
Parçay-les-Pins,2012,"['MARCHAND', 'TAUGOURDEAU']"
Parçay-sur-Vienne,2007,"['NOVELLI', 'LE BRETON']"
Parçay-sur-Vienne,2012,"['NOVELLI', 'BAUMEL']"
Paréac,2007,"['TREMEGE', 'ROBIN-RODRIGO']"
Paréac,2012,"['DUBIE', 'ARTIGANAVE']"
Paréac,2017,"['DUBIÉ', 'STARICKY']"
Paréac,2022,"['KORN', 'MOURNET']"
Pas-de-Jeu,2007,"['GRELLIER', 'PAILLE']"
Pas-de-Jeu,2012,"['GRELLIER', 'MOUILLER']"
Pas-en-Artois,2007,"['RAPENEAU', 'MAQUET']"
Pas-en-Artois,2012,"['COTTEL', 'PETIT']"
Pasilly,2007,"['ROLLAND', 'CAULLET']"
Pasilly,2012,"['ROLLAND', 'CAULLET']"
Paslières,2007,"['DELANNOY', 'CHASSAIGNE']"
Paslières,2012,"['COSTILHES', 'CHASSAIGNE']"
Pasly,2007,"['DESALLANGRE', 'THUIN-MACHEREZ']"
Pasly,2012,"['LETRILLART', 'BECHTEL']"
Pasques,2007,"['DEPIERRE', 'TENENBAUM']"
Pasques,2012,"['DEPIERRE', 'GRANDGUILLAUME']"
Pasquier (Le),2007,"['GARNIER ', 'DALLOZ']"
Pasquier (Le),2012,"['PERRIN', 'DALLOZ']"
Passa,2007,"['AYLAGAS', 'IRLES']"
Passa,2012,"['AYLAGAS', 'IRLES']"
Passa,2017,"['CAZENOVE', 'MASSANELL']"
Passa,2022,"['CAZENOVE', 'MARTINEZ']"
Passais,2007,"['DENIAUD', 'PUEYO']"
Passais,2012,"['DENIAUD', 'PUEYO']"
Passavant,2007,"['PARRENIN', 'BONNOT']"
Passavant,2012,"['BONNOT', 'MARTHEY']"
Passavant-en-Argonne,2007,"['BERTHIOT', 'APPARU']"
Passavant-en-Argonne,2012,"['APPARU', 'NAMUR']"
Passavant-la-Rochère,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Passavant-sur-Layon,2012,"['SARAMITO', 'PIRON']"
Passel,2007,"['CARVALHO', 'GONNOT']"
Passel,2012,"['CARVALHO', 'GONNOT']"
Passenans,2012,"['BRULEBOIS', 'PELISSARD']"
Passins,2007,"['MOYNE BRESSAND', 'FINET-GIRARD']"
Passins,2012,"['MOYNE-BRESSAND', 'CORBIN']"
Passirac,2007,"['REYNAUD', 'MOUHOT']"
Passirac,2012,"['SAUVAITRE', 'REYNAUD']"
Passonfontaine,2012,"['LUCCHESI', 'GENEVARD']"
Passy,2007,"['MATHUS', 'PARIS', 'JARROT', 'FORT']"
Passy,2012,"['THEVENOUD', 'VOISIN', 'DION', 'FORT', 'MARCOS', 'SORET']"
Passy-Grigny,2012,"['VAUTRIN-PENNAFORTE', 'QUENARD']"
Passy-en-Valois,2007,"['JOURDAIN', 'VASSEUR']"
Passy-en-Valois,2012,"['VASSEUR', 'KRABAL']"
Passy-sur-Marne,2007,"['JOURDAIN', 'VASSEUR']"
Passy-sur-Marne,2012,"['VASSEUR', 'KRABAL']"
Passy-sur-Seine,2012,"['FIRMIN', 'JACOB']"
Pastricciola,2007,"['CORTEY', 'RENUCCI']"
Pastricciola,2012,"['MARCANGELI', 'RENUCCI']"
Patay,2007,"['CHAILLOU', 'GROUARD']"
Patay,2012,"['CHAILLOU', 'GROUARD']"
Patornay,2007,"['GARNIER ', 'DALLOZ']"
Patornay,2012,"['PERRIN', 'DALLOZ']"
Patrimonio,2007,"['GANDOLFI-SCHEIT', 'ZUCCARELLI']"
Patrimonio,2012,"['SIMEONI', 'ZUCCARELLI']"
Pau,2007,"['CABANNE', 'BAYROU', 'HABIB', 'SAILLIET', 'LIGNIERES-CASSOU', 'LAYRE']"
Pau,2012,"['LIGNIERES-CASSOU', 'PATRIARCHE', 'BAYROU', 'CHABANNE']"
Paucourt,2012,"['GABORET', 'DOOR']"
Paudy,2007,"['FORISSIER', 'BECHTEL']"
Paudy,2012,"['FORISSIER', 'BRUNEAU']"
Pauilhac,2007,"['DUBRAC', 'BIEMOURET']"
Pauilhac,2012,"['DUBRAC', 'BIEMOURET']"
Pauilhac,2017,"['SOCCIO', 'BIÉMOURET']"
Pauilhac,2022,"['BOURCIER', 'TAUPIAC']"
Pauillac,2007,"['REGERE', 'GOT']"
Pauillac,2012,"['GOT', 'GORDON-KRIEF']"
Paule,2007,"['BAGUE', 'OGET']"
Paule,2012,"['LE HOUEROU', 'GARCIA']"
Paulhac,2007,"['PRORIOL', 'BAPT', 'CHAPAVEIRE', 'DAMIN']"
Paulhac,2012,"['BAPT', 'CHAPAVEIRE', 'BONLEUX', 'VIGIER']"
Paulhac,2017,"['STAMBACH-TERRENOIR', 'LAGLEIZE']"
Paulhac,2022,"['STAMBACH-TERRENOIR', 'LAGLEIZE']"
Paulhac-en-Margeride,2012,"[""MOREL-A-L'HUISSIER"", 'PANTEL']"
Paulhac-en-Margeride,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Paulhac-en-Margeride,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Paulhaguet,2007,"['CHAPAVEIRE', 'PRORIOL']"
Paulhaguet,2012,"['CHAPAVEIRE', 'VIGIER']"
Paulhan,2007,"['LECOU', 'MOURE']"
Paulhan,2012,"['MESQUIDA', 'CALANDRI']"
Paulhan,2017,"['ARDINAT', 'HUPPÉ']"
Paulhan,2022,"['POLARD', 'GALZY']"
Paulhe,2007,"['MARRE', 'MARC']"
Paulhe,2012,"['FOULQUIER', 'MARC']"
Paulhe,2017,"['AUSTRUY', 'VIALA']"
Paulhe,2022,"['RHIN', 'ROUSSET']"
Paulhiac,2007,"['BRUGUIERE', 'CAHUZAC']"
Paulhiac,2012,"['COSTES', 'CAHUZAC']"
Pauligne,2007,"['SALVIGNOL', 'DUPRE']"
Pauligne,2012,"['DUPRE', 'BRESSON']"
Pauligne,2017,"['ROBERT', 'VIOLA']"
Pauligne,2022,"['ADDA--NETTER', 'RANCOULE']"
Paulin,2007,"['BOUSQUET', 'PEIRO']"
Paulinet,2007,"['FOLLIOT', 'THOUROUDE']"
Paulinet,2012,"['FOLLIOT', 'POUJADE']"
Paulinet,2017,"['FOLLIOT', 'CABROLIER']"
Paulinet,2022,"['CABROLIER', 'POUJADE']"
Paulmy,2007,"['DESCAMPS', 'TOURAINE']"
Paulmy,2012,"['TOURAINE', 'BARBIER']"
Paulnay,2007,"['CHANTEGUET', 'POUSSET']"
Paulnay,2012,"['CHANTEGUET', 'JOLIVET']"
Paulx,2007,"['RABIN', 'BOENNEC']"
Paulx,2012,"['RABIN', 'BOENNEC']"
Paunat,2007,"['BOUSQUET', 'PEIRO']"
Paussac-et-Saint-Vivien,2007,"['LUCAS', 'DEBET']"
Pautaines-Augeville,2012,"['CORNUT-GENTILLE', 'MAILLOT']"
Pavant,2007,"['JOURDAIN', 'VASSEUR']"
Pavant,2012,"['VASSEUR', 'KRABAL']"
Pavezin,2007,"['FARIGOULE', 'ROCHEBLOINE']"
Pavezin,2012,"['ROCHEBLOINE', 'KIZIRIAN']"
Pavie,2007,"['MOUCHET', 'MARTIN']"
Pavie,2017,"['DUPOUEY', 'CAZENEUVE']"
Pavie,2022,"['LEVIEUX', 'CAZENEUVE']"
Pavilly,2007,"['BOUILLON', 'POUSSIER']"
Pavilly,2012,"['KARMERE-LOISEL', 'BOUILLON']"
Payns,2012,"['BAROIN', 'JOLY']"
Payra-sur-l'Hers,2007,"['SALVIGNOL', 'DUPRE']"
Payra-sur-l'Hers,2012,"['DUPRE', 'BRESSON']"
Payra-sur-l'Hers,2017,"['ROBERT', 'VIOLA']"
Payra-sur-l'Hers,2022,"['ADDA--NETTER', 'RANCOULE']"
Payrac,2007,"['ORLIAC', 'ROUMEGOUX']"
Payrac,2012,"['ORLIAC', 'PRADIE']"
Payrac,2017,"['PRADIÉ', 'MAUREL']"
Payrac,2022,"['BOUGEARD', 'PRADIÉ']"
Payrignac,2007,"['ORLIAC', 'ROUMEGOUX']"
Payrignac,2012,"['ORLIAC', 'PRADIE']"
Payrignac,2017,"['PRADIÉ', 'MAUREL']"
Payrignac,2022,"['BOUGEARD', 'PRADIÉ']"
Payrin-Augmontel,2007,"['COLLANGE', 'CARAYON']"
Payrin-Augmontel,2012,"['GOURJADE', 'CARAYON']"
Payrin-Augmontel,2017,"['TERLIER', 'CARAYON']"
Payrin-Augmontel,2022,"['TERLIER', 'LASSALLE']"
Payros-Cazautets,2007,"['EMMANUELLI', 'TAUZIN']"
Payroux,2007,"['HERBERT', 'CLEMENT']"
Payroux,2012,"['DELANNOY', 'CLEMENT']"
Payré,2007,"['HERBERT', 'CLEMENT']"
Payré,2012,"['DELANNOY', 'CLEMENT']"
Payssous,2007,"['BOULET RIBET', 'IDIART']"
Payssous,2017,"['MONTSARRAT', 'AVIRAGNET']"
Payssous,2022,"['DELCHARD', 'AVIRAGNET']"
Payzac,2007,"['LOUIS', 'LUCAS', 'FLORY', 'DEBET']"
Payzac,2012,"['FLORY', 'BUIS']"
Pazayac,2007,"['BOUSQUET', 'PEIRO']"
Paziols,2007,"['PY', 'BASCOU']"
Paziols,2012,"['DUPRE', 'BRESSON']"
Paziols,2017,"['ROBERT', 'VIOLA']"
Paziols,2022,"['ADDA--NETTER', 'RANCOULE']"
Pazy,2007,"['PAUL', 'FREYTAG']"
Pazy,2012,"['PAUL', 'BOUCOMONT']"
Païta,2012,"['GOMES', 'DJAIWE']"
Peaugres,2007,"['WEBER', 'DUSSOPT']"
Peaugres,2012,"['DARNAUD', 'DUSSOPT']"
Pech,2007,"['MASSAT', 'ROUGE']"
Pech,2022,"['TAURINE', 'TRIBOUT']"
Pech-Luna,2007,"['SALVIGNOL', 'DUPRE']"
Pech-Luna,2012,"['DUPRE', 'BRESSON']"
Pech-Luna,2017,"['ROBERT', 'VIOLA']"
Pech-Luna,2022,"['ADDA--NETTER', 'RANCOULE']"
Pechbonnieu,2007,"['BAPT', 'DAMIN']"
Pechbonnieu,2012,"['BAPT', 'BONLEUX']"
Pechbonnieu,2017,"['STAMBACH-TERRENOIR', 'LAGLEIZE']"
Pechbonnieu,2022,"['STAMBACH-TERRENOIR', 'LAGLEIZE']"
Pechbusque,2007,"['DANEN', 'COHEN']"
Pechbusque,2012,"['FAURE', 'ARIF']"
Pechbusque,2017,"['FABRE', 'NADOT']"
Pechbusque,2022,"['FAURE', 'ASSIER']"
Pecquencourt,2007,"['DERAIN', 'CANDELIER']"
Pecquencourt,2012,"[nan, 'CANDELIER']"
Pecqueuse,2007,"['THOMAS', 'KOSCIUSKO-MORIZET']"
Pecqueuse,2012,"['THOMAS', 'KOSCIUSKO-MORIZET']"
Peigney,2012,"['ANDRIOT', 'CHATEL']"
Peillac,2007,"['BOUVARD', 'LE MARRE']"
Peillac,2012,"['GUEANT', 'MOLAC']"
Peille,2012,"['GUIBAL', 'SCHENARDI']"
Peillon,2012,"['GUIBAL', 'SCHENARDI']"
Peillonnex,2012,"['SADDIER', 'SAILLET']"
Peintre,2007,"['SERMIER', 'VIVERGE']"
Peintre,2012,"['LAROCHE', 'SERMIER']"
Peipin,2007,"['BARREILLE', 'BIANCO']"
Peipin,2012,"['BARREILLE', 'SAUVAN']"
Peisey-Nancroix,2012,"['RIEU', 'GAYMARD']"
Pel-et-Der,2007,"['BRET', 'DHUICQ']"
Pel-et-Der,2012,"['GAUDOT', 'DHUICQ']"
Pellafol,2007,"['MIGAUD', 'CASAVECCHIA']"
Pellafol,2012,"['DURIEU', 'BATTISTEL']"
Pelleautier,2007,"['MARTINEZ', 'BERGER']"
Pelleautier,2012,"['COINTE', 'BERGER']"
Pellefigue,2007,"['MOUCHET', 'MARTIN']"
Pellefigue,2017,"['DUPOUEY', 'CAZENEUVE']"
Pellefigue,2022,"['LEVIEUX', 'CAZENEUVE']"
Pellegrue,2007,"['BUISSON', 'GARRAUD']"
Pellegrue,2012,"['FAURE', ""D'AMECOURT""]"
Pelleport,2007,"['CARNEIRO', 'IMBERT']"
Pelleport,2012,"['IBORRA', 'VIDAL']"
Pelleport,2017,"['IBORRA', 'JIMENA']"
Pelleport,2022,"['IBORRA', 'JOUVE']"
Pellerey,2012,"['MOLINOZ', 'SAUVADET']"
Pellevoisin,2007,"['CHANTEGUET', 'POUSSET']"
Pellevoisin,2012,"['FORISSIER', 'BRUNEAU']"
Pellouailles-les-Vignes,2007,"['BACHELOT-NARQUIN', 'BELOT']"
Pellouailles-les-Vignes,2012,"['JEANNETEAU', 'BELOT']"
Pelonne,2007,"['MARITON', 'GREGOIRE']"
Pelonne,2012,"['RASCLARD', 'MARITON']"
Pelouse,2007,"['CHAZAL', 'SAINT LEGER']"
Pelouse,2012,"[""MOREL-A-L'HUISSIER"", 'PANTEL']"
Pelouse,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Pelouse,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Pelousey,2007,"['BRANGET', 'ROMAGNAN']"
Pelousey,2012,"['BRANGET', 'ROMAGNAN']"
Peltre,2007,"['JACQUAT', 'GANSOINAT-RAVAINE']"
Peltre,2012,"['TOULOUZE', 'JACQUAT']"
Pelves,2007,"['GENISSON', 'ZIOLKOWSKI']"
Pelves,2012,"['COTTEL', 'PETIT']"
Pelvoux,2007,"['GIRAUD', 'BAYROU']"
Pelvoux,2012,"['GIRAUD', 'EYMEOUD']"
Penchard,2012,"['PINET', 'COPE']"
Pencran,2007,"['GUITTET', 'LE GUEN']"
Pencran,2012,"['GUITTET', 'LE GUEN']"
Pendé,2007,"['PEILLON', 'BIGNON']"
Pendé,2012,"['BUISINE', 'BIGNON']"
Penguily,2007,"['LE FUR', 'CAURET']"
Penguily,2012,"['LE FUR', 'CAURET']"
Penin,2007,"['MAGNIER', 'LEROY']"
Penin,2012,"['COTTEL', 'PETIT']"
Penly,2007,"['HUREL', 'BAZIN']"
Penly,2012,"['LEJEUNE', 'HUREL']"
Penmarch,2007,"['TANGUY', 'LE LOCH']"
Penmarch,2012,"['GUILLON', 'LE LOCH']"
Pennautier,2007,"['CHESA', 'PEREZ']"
Pennautier,2012,"['MORIO', 'PEREZ']"
Pennautier,2017,"['BARTHÈS', 'HÉRIN']"
Pennautier,2022,"['COURRIÈRE CALMON', 'BARTHÈS']"
Penne,2007,"['BOUSQUET SALMANI', 'VALAX']"
Penne,2012,"['VALAX', 'BOUTONNET']"
Penne,2017,"['ALBARAO', 'VERDIER-JOUCLAS']"
Penne,2022,"['VERDIER-JOUCLAS', 'ERODI']"
Penne-d'Agenais,2007,"['BRUGUIERE', 'CAHUZAC']"
Penne-d'Agenais,2012,"['COSTES', 'CAHUZAC']"
Pennedepie,2012,"['AMELINE', 'LE MARREC']"
Pennes-le-Sec,2007,"['MARITON', 'GREGOIRE']"
Pennes-le-Sec,2012,"['RASCLARD', 'MARITON']"
Pennesières,2007,"['BRIOT', 'VILLAUMÉ']"
Pennesières,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Penol,2012,"['RAMBAUD', 'BARBIER']"
Pensol,2007,"['GUILHEM', 'BOISSERIE']"
Pensol,2012,"['PEYRONNET', 'BOISSERIE']"
Penta-Acquatella,2007,"['GIACOBBI', 'GRIMALDI']"
Penta-Acquatella,2012,"['GIACOBBI', 'GRIMALDI']"
Penta-di-Casinca,2007,"['GIACOBBI', 'GRIMALDI']"
Penta-di-Casinca,2012,"['GIACOBBI', 'GRIMALDI']"
Penvénan,2007,"['FURET', 'ERHEL']"
Penvénan,2012,"[""LEC'HVIEN"", 'ERHEL']"
Peray,2007,"['LE MENER', 'ROUILLON']"
Peray,2012,"['LE MENER', 'ROUILLON']"
Perceneige,2007,"['PARIS', 'FORT']"
Perceneige,2012,"['SORET', 'FORT']"
Percey,2007,"['ROLLAND', 'CAULLET']"
Percey,2012,"['ROLLAND', 'CAULLET']"
Percey-le-Grand,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Perchède,2007,"['MOUCHET', 'MARTIN']"
Perchède,2017,"['DUPOUEY', 'CAZENEUVE']"
Perchède,2022,"['LEVIEUX', 'CAZENEUVE']"
Percy,2007,"['GOSSELIN', 'MIGAUD', 'CASAVECCHIA', 'DESCHAMPS']"
Percy,2012,"['GOSSELIN', 'LE COZ', 'DURIEU', 'BATTISTEL']"
Percy-en-Auge,2007,"['LETEURTRE', 'VALTER']"
Percy-en-Auge,2012,"['LETEURTRE', 'VALTER']"
Perdreauville,2012,"['SATOURI', 'TETART']"
Perelli,2007,"['GIACOBBI', 'GRIMALDI']"
Perelli,2012,"['GIACOBBI', 'GRIMALDI']"
Pergain-Taillac,2007,"['DUBRAC', 'BIEMOURET']"
Pergain-Taillac,2012,"['DUBRAC', 'BIEMOURET']"
Pergain-Taillac,2017,"['SOCCIO', 'BIÉMOURET']"
Pergain-Taillac,2022,"['BOURCIER', 'TAUPIAC']"
Peri,2007,"['CORTEY', 'RENUCCI']"
Peri,2012,"['MARCANGELI', 'RENUCCI']"
Perles,2007,"['JOURDAIN', 'VASSEUR']"
Perles,2012,"['VASSEUR', 'KRABAL']"
Perles-et-Castelet,2007,"['MASSAT', 'ROUGE']"
Perles-et-Castelet,2022,"['TAURINE', 'TRIBOUT']"
Pern,2007,"['ORLIAC', 'ROUMEGOUX']"
Pern,2012,"['ORLIAC', 'PRADIE']"
Pern,2017,"['PRADIÉ', 'MAUREL']"
Pern,2022,"['BOUGEARD', 'PRADIÉ']"
Pernand-Vergelesses,2012,"['SUGUENOT', 'CADOUX']"
Pernant,2007,"['DESALLANGRE', 'THUIN-MACHEREZ']"
Pernant,2012,"['LETRILLART', 'BECHTEL']"
Pernay,2007,"['ROIRON', 'BRIAND']"
Pernay,2012,"['ROIRON', 'BRIAND']"
Pernes,2007,"['MAGNIER', 'LEROY']"
Pernes,2012,"['BOURGUIGNON', 'WACHEUX']"
Pernes-les-Fontaines,2007,"['FERRAND', 'PERIS']"
Pernes-les-Fontaines,2012,"['FERRAND', 'ARKILOVITCH']"
Pernes-lès-Boulogne,2007,"['LANG', 'WACHEUX']"
Pernois,2007,"['HART', 'MATHON']"
Pernois,2012,"['BOISTARD', 'DECAYEUX']"
Pero-Casevecchie,2007,"['GIACOBBI', 'GRIMALDI']"
Pero-Casevecchie,2012,"['GIACOBBI', 'GRIMALDI']"
Perpezac-le-Blanc,2007,"['SOULIER', 'NAUCHE']"
Perpezac-le-Blanc,2012,"['COSTE', 'NAUCHE']"
Perpezac-le-Noir,2007,"['HOLLANDE', 'DECAIE']"
Perpezat,2007,"['LACOMBE', ""GISCARD D'ESTAING""]"
Perpezat,2012,"['AUROI', ""GISCARD D'ESTAING""]"
Perpignan,2007,"['SOUM', 'VILA', 'CALVET', 'FRANCO', 'MACH', 'BOURQUIN']"
Perpignan,2012,"['SIRE', 'CRESTA', 'CALABRESE', 'CASTEX', 'MACH', 'NEUVILLE']"
Perpignan,2017,"['BOLO', 'GRAU', 'ESPERT', 'DOGOR', 'GAYTE', 'ALIOT']"
Perpignan,2022,"['CULLELL', 'BLANC', 'SABATINI', 'LIS', 'DOGOR-SUCH', 'GRAU']"
Perquie,2007,"['EMMANUELLI', 'TAUZIN']"
Perrancey-les-Vieux-Moulins,2012,"['ANDRIOT', 'CHATEL']"
Perrecy-les-Forges,2007,"['MATHUS', 'JARROT']"
Perrecy-les-Forges,2012,"['NESME', 'GUEUGNEAU']"
Perret,2007,"['BAGUE', 'OGET']"
Perret,2012,"['LE HOUEROU', 'GARCIA']"
Perreuil,2007,"['COUILLEROT', 'ANCIAUX']"
Perreuil,2012,"['BAUMEL', 'ANCIAUX']"
Perreux,2007,"['SOISSON', 'CLEMENT', 'LE CORRE', 'FRULEUX']"
Perreux,2012,"['FEREZ', 'NICOLIN', 'DEROCHE', 'LARRIVE']"
Perrex,2012,"['VOISIN', 'LACROIX']"
Perrier,2007,"['SERRE', 'BACQUET']"
Perriers-en-Beauficel,2007,"['BAS', 'HUET']"
Perriers-en-Beauficel,2012,"['SAURE', 'HUET']"
Perriers-la-Campagne,2007,"['RECOURS', 'NICOLAS']"
Perriers-la-Campagne,2012,"['NICOLAS', 'DESTANS']"
Perriers-sur-Andelle,2007,"['PICARD', 'GILARD']"
Perriers-sur-Andelle,2012,"['DUBOIS', 'GILARD']"
Perrignier,2007,"['FRANCINA', 'VERGUET']"
Perrignier,2012,"['FRANCINA', 'ESCOUBES']"
Perrigny,2007,"['SOISSON', 'LE CORRE']"
Perrigny,2012,"['FEREZ', 'BRULEBOIS', 'LARRIVE', 'PELISSARD']"
Perrigny-lès-Dijon,2007,"['BEAUDOUVI', 'DARCIAUX']"
Perrigny-lès-Dijon,2012,"['CARAVEL', 'BOUZIANE']"
Perrigny-sur-Armançon,2007,"['ROLLAND', 'CAULLET']"
Perrigny-sur-Armançon,2012,"['ROLLAND', 'CAULLET']"
Perrigny-sur-Loire,2007,"['NESME', 'REBILLARD']"
Perrigny-sur-Loire,2012,"['NESME', 'GUEUGNEAU']"
Perrigny-sur-l'Ognon,2007,"['DELATTE', 'POPARD']"
Perrigny-sur-l'Ognon,2012,"['DELATTE', 'PRIBETICH']"
Perrières,2007,"['LETEURTRE', 'VALTER']"
Perrières,2012,"['LETEURTRE', 'VALTER']"
Perrogney-les-Fontaines,2012,"['ANDRIOT', 'CHATEL']"
Perros-Guirec,2007,"['FURET', 'ERHEL']"
Perros-Guirec,2012,"[""LEC'HVIEN"", 'ERHEL']"
Perrou,2007,"['DENIAUD', 'PUEYO']"
Perrou,2012,"['DENIAUD', 'PUEYO']"
Perrouse,2007,"['BRIOT', 'VILLAUMÉ']"
Perrouse,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Perroy,2007,"['GORCE', 'LEGRAIN']"
Perroy,2012,"['PAUL', 'BOUCOMONT']"
Perruel,2007,"['PICARD', 'GILARD']"
Perruel,2012,"['DUBOIS', 'GILARD']"
Perrusse,2012,"['ANDRIOT', 'CHATEL']"
Perrusson,2007,"['DESCAMPS', 'TOURAINE']"
Perrusson,2012,"['TOURAINE', 'BARBIER']"
Pers,2007,"['DESCOEUR', 'GRIFFAULT', 'MARKARIAN', 'BATHO']"
Pers,2012,"['DESCOEUR', 'CALMETTE']"
Pers-Jussy,2012,"['SADDIER', 'SAILLET']"
Pers-en-Gâtinais,2012,"['GABORET', 'DOOR']"
Persac,2007,"['HERBERT', 'CLEMENT']"
Persac,2012,"['DELANNOY', 'CLEMENT']"
Persan,2007,"['DROLON', 'HOUILLON']"
Persan,2012,"['GRUNDLER', 'HOUILLON']"
Persquen,2007,"['LE NAY', 'BAGEOT']"
Persquen,2012,"['NOGUES', 'LE NAY']"
Pertain,2007,"['KUMM', 'DEMILLY']"
Pertain,2012,"['KUMM', 'DEMILLY']"
Perthes,2007,"['POLETTI', 'PICHERY', 'LEDOUX', 'MIGNON']"
Perthes,2012,"['POLETTI', 'WALKER', 'MAILLOT', 'MIGNON', 'CORNUT-GENTILLE', 'LEDOUX']"
Perthes-lès-Brienne,2007,"['BRET', 'DHUICQ']"
Perthes-lès-Brienne,2012,"['GAUDOT', 'DHUICQ']"
Pertheville-Ners,2007,"['LETEURTRE', 'VALTER']"
Pertheville-Ners,2012,"['LETEURTRE', 'VALTER']"
Pertuis,2007,"['BOUCHET', 'JOSEPH']"
Pertuis,2012,"['LOVISOLO', 'AUBERT']"
Pervenchères,2012,"['EL MANAA', 'LOUWAGIE']"
Perville,2007,"['PINEL', 'BRIAT']"
Perville,2012,"['PINEL', 'DULAC']"
Perville,2017,"['PINEL', 'LOPEZ']"
Perville,2022,"['HAMELET', 'ASTRUC']"
Pescadoires,2007,"['ORLIAC', 'ROUMEGOUX']"
Pescadoires,2012,"['ORLIAC', 'PRADIE']"
Pescadoires,2017,"['PRADIÉ', 'MAUREL']"
Pescadoires,2022,"['BOUGEARD', 'PRADIÉ']"
Peschadoires,2007,"['DELANNOY', 'CHASSAIGNE']"
Peschadoires,2012,"['COSTILHES', 'CHASSAIGNE']"
Peseux,2007,"['SERMIER', 'VIVERGE']"
Peseux,2012,"['LAROCHE', 'SERMIER']"
Peslières,2007,"['SERRE', 'BACQUET']"
Pesmes,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Pessac,2007,"['DUFRANC', 'ROUSSET']"
Pessac-sur-Dordogne,2007,"['BUISSON', 'GARRAUD']"
Pessac-sur-Dordogne,2012,"['BOUDIE', 'GARRAUD']"
Pessan,2007,"['MOUCHET', 'MARTIN']"
Pessan,2017,"['DUPOUEY', 'CAZENEUVE']"
Pessan,2022,"['LEVIEUX', 'CAZENEUVE']"
Pessans,2007,"['BRANGET', 'ROMAGNAN']"
Pessans,2012,"['BRANGET', 'ROMAGNAN']"
Pessat-Villeneuve,2007,"['MICHEL', 'SIKORA']"
Pessat-Villeneuve,2012,"['MULLER', 'PIRES BEAUNE']"
Pesse (La),2007,"['GARNIER ', 'DALLOZ']"
Pesse (La),2012,"['PERRIN', 'DALLOZ']"
Pessines,2007,"['DE ROUX', 'QUERE']"
Pessines,2012,"['NEVEU', 'QUERE']"
Pessoulens,2007,"['DUBRAC', 'BIEMOURET']"
